,bt,bz,yogunluk,hız,kp
20026,11.0,8.3,8.7,475.0,47.0
20027,10.4,7.6,9.2,466.0,43.0
20028,10.8,1.6,7.8,494.0,43.0
20029,12.6,-9.3,7.7,546.0,43.0
20030,14.0,-8.1,7.4,539.0,60.0
20031,15.3,-5.6,8.5,537.0,60.0
20032,17.0,-8.7,5.9,524.0,60.0
20033,17.9,-8.2,4.8,517.0,57.0
20034,18.5,-7.9,3.8,513.0,57.0
20035,19.2,-6.9,3.6,514.0,57.0
20036,20.2,-6.7,3.4,491.0,43.0
20037,20.5,-7.7,2.3,498.0,43.0
20038,19.8,-3.8,2.2,495.0,43.0
20039,19.3,-7.9,2.4,493.0,50.0
20040,18.4,-7.2,2.2,472.0,50.0
20041,15.3,7.1,4.1,463.0,50.0
20042,12.8,10.1,10.4,482.0,43.0
20043,13.1,10.6,15.9,484.0,43.0
20044,11.8,9.3,17.9,473.0,43.0
20045,12.2,9.0,18.0,460.0,30.0
20046,9.3,2.6,14.7,482.0,30.0
20047,7.9,1.2,6.3,489.0,30.0
20048,10.3,2.6,5.7,477.0,40.0
20049,11.9,-1.2,6.5,492.0,40.0
20050,9.2,-1.8,5.6,507.0,40.0
20051,10.7,7.3,3.8,512.0,40.0
20052,10.8,4.8,4.1,525.0,40.0
20053,10.1,-3.9,3.0,561.0,40.0
20054,8.8,0.2,3.0,588.0,37.0
20055,7.8,-2.8,3.4,592.0,37.0
20056,7.5,-0.9,2.3,613.0,37.0
20057,6.7,0.6,1.5,617.0,20.0
20058,5.5,0.8,2.0,610.0,20.0
20059,5.6,0.7,2.2,606.0,20.0
20060,6.3,2.9,1.2,634.0,23.0
20061,6.2,2.8,1.3,660.0,23.0
20062,6.4,4.0,1.6,652.0,23.0
20063,7.1,4.8,1.9,663.0,17.0
20064,7.7,6.3,2.5,675.0,17.0
20065,8.2,3.9,2.6,627.0,17.0
20066,8.7,5.5,2.8,586.0,13.0
20067,8.4,4.5,2.9,557.0,13.0
20068,8.7,4.0,3.5,557.0,13.0
20069,8.9,4.9,3.5,531.0,13.0
20070,8.5,6.0,4.5,558.0,13.0
20071,8.4,6.8,4.7,538.0,13.0
20072,8.9,6.3,5.4,514.0,10.0
20073,8.0,1.6,6.1,507.0,10.0
20074,8.0,1.2,5.7,505.0,10.0
20075,7.5,-2.0,4.7,509.0,27.0
20076,8.0,-2.7,4.2,514.0,27.0
20077,5.9,-0.2,2.4,529.0,27.0
20078,5.8,-0.6,2.8,542.0,23.0
20079,5.9,-1.0,2.6,528.0,23.0
20080,5.9,1.6,2.8,533.0,23.0
20081,5.5,2.6,3.4,543.0,17.0
20082,5.4,2.6,3.6,550.0,17.0
20083,5.5,2.3,4.0,556.0,17.0
20084,5.8,4.2,3.6,551.0,23.0
20085,6.4,0.7,3.0,547.0,23.0
20086,6.4,1.3,3.1,559.0,23.0
20087,6.7,3.9,3.4,561.0,27.0
20088,6.8,2.2,3.2,562.0,27.0
20089,6.6,0.4,3.2,556.0,27.0
20090,6.3,-1.1,3.0,556.0,30.0
20091,6.3,-0.7,2.5,534.0,30.0
20092,6.4,0.4,2.9,544.0,30.0
20093,6.1,-0.8,3.0,539.0,20.0
20094,5.8,0.1,3.0,525.0,20.0
20095,6.4,0.1,2.8,505.0,20.0
20096,6.7,-1.0,2.9,499.0,17.0
20097,6.7,0.7,2.9,485.0,17.0
20098,6.7,1.4,3.8,495.0,17.0
20099,6.5,-0.6,3.8,477.0,27.0
20100,7.1,3.6,5.0,489.0,27.0
20101,8.2,-0.6,6.2,485.0,27.0
20102,8.9,0.7,6.0,479.0,30.0
20103,8.1,-0.1,6.7,496.0,30.0
20104,7.3,2.9,6.3,491.0,30.0
20105,7.9,4.2,5.9,481.0,17.0
20106,8.1,1.7,5.1,464.0,17.0
20107,8.9,1.1,6.2,482.0,17.0
20108,9.4,6.6,5.2,524.0,20.0
20109,7.8,3.3,3.7,541.0,20.0
20110,7.1,3.9,3.3,559.0,20.0
20111,6.8,3.6,3.0,536.0,13.0
20112,7.5,3.0,3.2,542.0,13.0
20113,7.7,3.7,3.0,551.0,13.0
20114,6.8,2.8,2.8,577.0,23.0
20115,6.7,1.7,2.9,584.0,23.0
20116,6.6,-0.8,3.1,604.0,23.0
20117,6.4,1.2,3.1,596.0,23.0
20118,6.0,0.9,3.0,583.0,23.0
20119,5.9,-0.1,2.7,580.0,23.0
20120,5.8,-0.3,2.5,590.0,20.0
20121,5.9,-0.7,2.4,575.0,20.0
20122,5.9,1.2,2.5,579.0,20.0
20123,5.7,3.1,2.5,599.0,10.0
20124,5.5,1.6,2.4,572.0,10.0
20125,5.2,1.9,2.6,581.0,10.0
20126,5.1,0.4,2.4,558.0,23.0
20127,4.8,1.5,2.7,574.0,23.0
20128,4.8,-0.4,2.4,553.0,23.0
20129,5.2,-2.7,2.5,561.0,33.0
20130,5.2,1.0,2.6,550.0,33.0
20131,5.0,0.6,2.5,529.0,33.0
20132,4.6,1.1,2.6,533.0,17.0
20133,4.1,2.5,2.7,536.0,17.0
20134,4.5,1.7,2.5,517.0,17.0
20135,4.5,-1.4,2.4,514.0,30.0
20136,4.2,-0.5,2.6,529.0,30.0
20137,3.9,-0.3,2.7,537.0,30.0
20138,4.1,-0.3,2.6,512.0,23.0
20139,4.3,-1.4,2.9,505.0,23.0
20140,4.6,0.3,2.8,485.0,23.0
20141,4.4,-1.1,2.4,480.0,13.0
20142,4.2,-1.2,2.4,483.0,13.0
20143,4.2,2.3,2.4,498.0,13.0
20144,4.3,1.8,2.5,500.0,13.0
20145,4.3,-1.7,2.3,471.0,13.0
20146,4.4,-1.0,2.2,465.0,13.0
20147,5.0,2.2,2.6,474.0,20.0
20148,4.9,3.6,2.5,465.0,20.0
20149,4.3,1.5,2.1,470.0,20.0
20150,3.8,0.2,2.3,462.0,10.0
20151,3.9,1.8,1.6,438.0,10.0
20152,4.2,1.7,2.8,468.0,10.0
20153,4.3,1.1,2.4,465.0,3.0
20154,4.7,0.7,2.6,460.0,3.0
20155,4.5,-0.4,2.9,448.0,3.0
20156,4.3,-0.5,2.8,443.0,7.0
20157,4.0,2.0,2.6,432.0,7.0
20158,3.9,2.1,2.7,430.0,7.0
20159,3.8,-2.2,4.0,446.0,30.0
20160,3.9,-2.7,4.1,443.0,30.0
20161,3.9,-1.4,4.4,432.0,30.0
20162,3.4,0.5,3.9,421.0,13.0
20163,3.6,-3.0,3.6,418.0,13.0
20164,3.9,-1.4,2.9,400.0,13.0
20165,4.0,-1.7,3.3,396.0,20.0
20166,3.9,-1.1,2.8,390.0,20.0
20167,3.8,1.0,2.7,388.0,20.0
20168,3.7,0.3,3.6,398.0,13.0
20169,3.8,1.0,3.7,393.0,13.0
20170,4.0,0.5,4.5,403.0,13.0
20171,4.2,3.7,4.7,403.0,3.0
20172,4.2,2.8,5.2,404.0,3.0
20173,4.5,3.6,5.1,411.0,3.0
20174,4.7,4.1,5.2,397.0,13.0
20175,5.6,4.1,6.4,400.0,13.0
20176,7.2,4.9,8.4,411.0,13.0
20177,7.2,4.8,8.2,402.0,20.0
20178,5.9,3.8,10.1,406.0,20.0
20180,5.6,-2.9,12.9,397.0,33.0
20181,6.3,-2.5,12.6,396.0,33.0
20182,5.6,0.9,15.3,398.0,33.0
20183,5.3,0.2,16.5,401.0,27.0
20184,5.4,-0.1,15.7,404.0,27.0
20185,6.2,-2.6,14.6,405.0,27.0
20186,5.9,-2.5,13.2,403.0,27.0
20187,5.4,-3.0,12.4,401.0,27.0
20188,6.5,-3.9,12.6,397.0,27.0
20189,7.8,-4.7,12.3,402.0,30.0
20190,7.6,-4.3,9.9,403.0,30.0
20191,5.7,2.3,10.5,400.0,30.0
20192,7.6,0.9,10.8,402.0,17.0
20193,7.5,2.3,9.3,413.0,17.0
20194,8.6,4.1,9.3,413.0,17.0
20195,9.6,-4.2,7.0,415.0,27.0
20196,10.4,0.1,5.2,428.0,27.0
20197,9.3,1.5,6.2,433.0,27.0
20198,8.2,2.8,6.5,437.0,17.0
20199,7.1,3.1,7.0,452.0,17.0
20200,6.7,0.4,6.1,438.0,17.0
20201,6.4,1.1,5.9,437.0,17.0
20202,6.3,2.6,5.7,435.0,17.0
20203,6.5,4.5,6.1,444.0,17.0
20204,6.1,1.9,6.0,437.0,13.0
20205,5.9,1.4,5.8,437.0,13.0
20206,5.7,1.6,5.5,448.0,13.0
20207,5.8,4.3,5.0,451.0,13.0
20208,5.8,4.8,5.2,464.0,13.0
20209,5.7,1.5,4.9,450.0,13.0
20210,5.7,-0.4,4.7,458.0,23.0
20211,5.8,3.0,4.7,452.0,23.0
20212,5.7,3.7,4.6,454.0,23.0
20213,5.4,3.5,4.7,459.0,7.0
20214,5.2,1.4,4.7,448.0,7.0
20215,5.3,2.1,4.7,445.0,7.0
20216,5.1,-0.3,4.9,449.0,13.0
20217,5.3,-1.0,5.2,452.0,13.0
20218,5.1,2.3,5.2,443.0,13.0
20219,5.0,2.5,5.2,443.0,17.0
20220,5.0,1.4,5.4,439.0,17.0
20221,4.9,0.6,5.3,438.0,17.0
20222,5.0,0.2,4.8,451.0,20.0
20223,4.8,-2.4,4.6,463.0,20.0
20224,5.4,-0.9,5.0,455.0,20.0
20225,4.9,2.6,4.9,458.0,20.0
20226,5.1,1.9,4.7,449.0,20.0
20227,4.9,2.5,4.7,450.0,20.0
20228,5.5,2.6,4.4,454.0,13.0
20229,5.3,1.7,4.6,448.0,13.0
20230,5.6,0.9,4.7,443.0,13.0
20231,5.8,0.6,5.2,458.0,20.0
20232,5.5,-0.8,4.9,450.0,20.0
20233,5.3,3.2,5.0,457.0,20.0
20234,5.4,1.1,4.8,442.0,17.0
20235,5.5,0.3,4.9,446.0,17.0
20236,5.8,2.4,5.0,452.0,17.0
20237,5.6,3.5,4.7,460.0,13.0
20238,5.6,1.6,4.7,463.0,13.0
20239,5.5,0.9,4.8,478.0,13.0
20240,6.2,-4.3,4.9,480.0,33.0
20241,5.9,-4.2,4.5,464.0,33.0
20242,5.8,-4.1,4.5,462.0,33.0
20243,5.5,-3.5,4.3,463.0,30.0
20244,4.9,-2.2,4.0,454.0,30.0
20245,5.1,0.8,4.2,462.0,30.0
20246,5.1,0.8,3.9,452.0,23.0
20247,5.2,3.0,4.1,461.0,23.0
20248,5.0,2.0,4.0,462.0,23.0
20250,5.6,-0.5,3.2,463.0,27.0
20251,5.5,-1.5,3.0,461.0,27.0
20252,5.4,1.9,2.6,479.0,33.0
20253,5.6,2.2,2.5,474.0,33.0
20254,5.4,1.4,2.5,472.0,33.0
20255,5.3,2.9,2.4,484.0,20.0
20256,5.1,3.1,2.6,490.0,20.0
20257,5.3,3.5,2.5,493.0,20.0
20258,5.2,4.2,2.7,489.0,20.0
20259,5.3,-1.6,2.3,451.0,20.0
20260,5.2,0.1,2.2,447.0,20.0
20261,5.1,2.7,2.3,466.0,20.0
20262,5.2,1.1,2.4,454.0,20.0
20263,5.2,-0.6,2.4,452.0,20.0
20264,5.1,0.3,2.2,441.0,7.0
20265,5.1,0.2,2.3,448.0,7.0
20266,5.0,0.7,2.5,456.0,7.0
20267,5.1,1.4,2.2,440.0,7.0
20268,5.1,1.1,2.1,438.0,7.0
20269,4.9,-0.2,2.2,441.0,7.0
20270,5.1,2.4,2.3,430.0,13.0
20271,5.2,1.0,2.1,417.0,13.0
20272,5.1,-0.7,2.3,420.0,13.0
20273,4.8,1.6,2.1,422.0,10.0
20274,4.8,2.0,2.9,452.0,10.0
20275,5.2,4.3,3.3,477.0,10.0
20276,5.3,3.9,3.5,455.0,0.0
20277,5.7,4.5,3.5,464.0,0.0
20278,5.3,3.4,3.6,464.0,0.0
20279,5.3,4.1,3.7,449.0,0.0
20280,5.3,4.1,3.6,453.0,0.0
20281,5.1,4.1,3.3,440.0,0.0
20282,4.8,3.1,2.9,437.0,3.0
20283,4.4,1.1,3.2,436.0,3.0
20284,5.2,3.1,3.0,440.0,3.0
20285,4.6,3.7,2.8,439.0,10.0
20286,5.0,3.7,2.4,456.0,10.0
20287,4.9,-1.0,2.7,430.0,10.0
20288,4.3,-3.5,2.9,430.0,17.0
20289,4.3,-1.4,2.8,439.0,17.0
20290,4.2,-1.2,2.7,447.0,17.0
20291,4.3,-0.8,2.7,436.0,10.0
20292,3.9,0.6,2.7,404.0,10.0
20293,3.8,2.5,2.6,428.0,10.0
20294,3.7,1.0,2.4,424.0,10.0
20295,3.6,0.7,2.5,423.0,10.0
20296,3.8,-1.9,2.5,412.0,10.0
20297,3.7,1.2,2.3,398.0,17.0
20298,3.8,-1.2,1.9,380.0,17.0
20299,3.8,-0.7,1.9,382.0,17.0
20300,3.7,1.2,2.0,385.0,7.0
20301,3.8,1.6,2.4,400.0,7.0
20302,3.6,1.7,2.3,398.0,7.0
20303,3.9,1.2,1.9,367.0,0.0
20304,3.8,2.1,2.1,375.0,0.0
20305,4.1,2.7,2.1,385.0,0.0
20306,4.1,2.5,2.5,407.0,0.0
20307,3.9,1.8,2.6,383.0,0.0
20308,4.1,2.2,2.9,380.0,0.0
20310,4.2,0.2,3.3,394.0,7.0
20311,4.4,2.2,3.2,379.0,7.0
20312,4.8,2.4,3.5,377.0,3.0
20313,5.5,2.0,3.8,376.0,3.0
20314,5.3,1.5,4.1,377.0,3.0
20315,5.1,-1.5,4.4,385.0,10.0
20316,4.9,1.6,3.8,385.0,10.0
20317,4.6,3.9,3.1,384.0,10.0
20318,3.9,2.1,3.8,373.0,10.0
20319,3.5,0.9,3.9,368.0,10.0
20320,3.8,1.4,4.3,367.0,10.0
20321,3.9,3.0,4.3,385.0,3.0
20322,3.7,1.6,4.1,383.0,3.0
20323,3.9,1.5,4.1,380.0,3.0
20324,4.7,2.0,4.4,374.0,3.0
20325,5.0,2.9,4.3,377.0,3.0
20326,5.0,2.8,4.2,378.0,3.0
20327,4.4,2.5,4.2,376.0,13.0
20328,4.0,0.1,4.3,382.0,13.0
20329,4.5,-2.8,4.6,395.0,13.0
20330,4.6,-0.6,4.1,376.0,17.0
20331,4.1,-0.1,5.2,380.0,17.0
20332,5.1,-0.9,7.7,393.0,17.0
20333,7.1,3.1,7.7,411.0,13.0
20334,7.2,2.6,7.2,426.0,13.0
20335,8.0,3.7,7.4,431.0,13.0
20336,8.3,6.6,7.7,431.0,10.0
20337,9.4,7.5,7.1,441.0,10.0
20338,10.2,6.6,7.4,439.0,10.0
20339,10.9,-0.1,7.5,447.0,50.0
20340,10.8,-9.8,6.9,471.0,50.0
20341,6.3,-3.6,17.0,476.0,50.0
20342,6.9,-6.0,5.5,474.0,43.0
20343,7.4,-6.2,4.3,463.0,43.0
20344,4.8,-3.7,8.0,473.0,43.0
20345,5.6,-3.7,5.6,465.0,30.0
20346,5.8,-1.1,4.7,456.0,30.0
20347,4.4,-0.1,6.3,461.0,30.0
20348,4.2,0.7,8.8,464.0,37.0
20349,5.1,2.4,7.1,479.0,37.0
20350,6.7,-2.6,6.8,477.0,37.0
20351,5.4,-4.2,7.8,480.0,37.0
20352,5.8,-3.5,6.1,472.0,37.0
20353,5.1,-2.3,6.4,475.0,37.0
20354,7.0,-1.3,4.5,478.0,33.0
20355,5.8,-0.5,5.5,491.0,33.0
20356,4.3,-1.1,6.1,503.0,33.0
20357,5.1,-2.0,5.8,502.0,33.0
20358,9.5,-5.5,2.6,460.0,33.0
20359,9.5,-0.4,2.9,486.0,33.0
20360,9.0,-0.1,3.0,482.0,17.0
20361,8.3,-1.4,3.0,467.0,17.0
20362,8.0,-1.6,3.1,484.0,17.0
20363,8.0,0.2,3.5,494.0,20.0
20364,8.2,-0.4,3.5,489.0,20.0
20365,8.1,-0.6,3.6,478.0,20.0
20366,7.2,-0.3,3.7,499.0,27.0
20367,6.6,-2.1,3.9,499.0,27.0
20368,7.0,-1.3,3.2,494.0,27.0
20369,6.9,-2.8,3.3,512.0,30.0
20370,6.1,-2.9,3.7,527.0,30.0
20371,5.9,-2.0,3.9,535.0,30.0
20372,5.8,-0.5,3.9,523.0,30.0
20373,6.0,-3.9,4.0,527.0,30.0
20374,5.7,-0.1,3.6,504.0,30.0
20375,6.0,-1.8,3.2,514.0,33.0
20376,6.4,-2.3,3.7,517.0,33.0
20377,6.5,-3.7,3.4,506.0,33.0
20378,6.2,-2.6,3.2,497.0,37.0
20379,6.0,-2.0,3.3,492.0,37.0
20380,6.1,-2.0,3.4,505.0,37.0
20381,5.8,-0.6,3.0,475.0,20.0
20382,6.0,-2.8,3.1,506.0,20.0
20383,6.3,-1.5,2.9,485.0,20.0
20384,6.3,-3.3,3.3,507.0,20.0
20385,6.1,-3.2,3.4,523.0,20.0
20386,6.3,-1.0,3.1,480.0,20.0
20387,6.7,-1.6,3.6,524.0,27.0
20388,7.0,-2.5,3.6,513.0,27.0
20389,6.6,-3.2,3.2,493.0,27.0
20390,6.6,-2.6,3.0,486.0,23.0
20391,6.4,-1.1,2.8,459.0,23.0
20392,6.6,-0.7,2.8,461.0,23.0
20393,6.3,-0.4,3.0,464.0,27.0
20394,6.1,-1.3,2.6,459.0,27.0
20395,5.9,-1.1,2.5,456.0,27.0
20396,5.6,0.3,2.7,467.0,20.0
20397,6.1,2.0,3.1,479.0,20.0
20398,6.1,3.0,3.2,471.0,20.0
20399,7.7,-1.0,3.6,472.0,43.0
20400,10.8,-4.8,5.2,503.0,43.0
20401,9.7,-2.8,5.0,494.0,43.0
20402,8.5,-3.8,4.7,495.0,40.0
20403,8.1,-1.8,4.6,482.0,40.0
20404,7.4,-1.1,4.2,477.0,40.0
20405,6.9,-1.6,4.3,483.0,30.0
20406,6.5,-1.9,3.2,454.0,30.0
20407,6.2,-0.5,2.6,446.0,30.0
20408,6.1,-0.6,2.5,439.0,23.0
20409,6.0,0.2,2.6,446.0,23.0
20410,5.8,1.5,2.4,448.0,23.0
20411,6.0,2.3,2.7,464.0,20.0
20412,5.8,1.3,4.2,497.0,20.0
20413,5.6,-1.7,4.1,493.0,20.0
20414,5.8,-3.0,4.1,486.0,30.0
20415,5.9,-0.9,4.6,507.0,30.0
20416,6.0,3.9,4.5,490.0,30.0
20417,5.7,0.4,3.9,474.0,17.0
20418,6.0,0.9,3.4,473.0,17.0
20419,6.0,0.5,2.9,485.0,17.0
20420,5.5,-0.3,3.0,485.0,20.0
20421,5.6,-1.7,2.9,477.0,20.0
20422,6.3,-1.8,2.8,479.0,20.0
20423,6.4,-2.9,2.9,484.0,30.0
20424,6.1,-2.4,2.9,478.0,30.0
20425,5.6,-1.1,2.7,462.0,30.0
20426,5.4,-1.1,2.4,448.0,27.0
20427,5.3,-1.0,2.2,444.0,27.0
20428,4.9,-0.4,2.7,448.0,27.0
20429,4.8,-2.1,3.1,467.0,23.0
20431,4.4,0.9,3.3,467.0,23.0
20432,4.5,-0.4,3.1,452.0,13.0
20433,5.0,-1.4,3.0,455.0,13.0
20434,4.9,-0.3,2.5,447.0,13.0
20435,4.8,1.2,2.6,453.0,17.0
20436,4.8,3.7,2.9,471.0,17.0
20437,4.7,1.9,2.6,443.0,17.0
20438,4.8,3.2,2.7,452.0,13.0
20439,5.0,0.1,2.5,443.0,13.0
20440,5.2,-2.5,2.6,451.0,13.0
20441,5.1,-0.9,2.1,441.0,17.0
20442,5.0,0.2,2.1,441.0,17.0
20443,4.7,2.1,2.4,459.0,17.0
20444,5.7,2.1,3.5,492.0,17.0
20445,5.3,0.1,3.4,486.0,17.0
20446,5.8,-0.9,3.7,475.0,17.0
20447,5.8,-0.2,3.3,468.0,27.0
20448,5.4,0.4,3.6,481.0,27.0
20449,5.8,1.8,3.3,466.0,27.0
20450,5.8,1.0,3.2,461.0,10.0
20451,5.6,-1.2,3.0,457.0,10.0
20452,4.9,-0.2,3.0,456.0,10.0
20453,4.7,0.5,2.9,462.0,7.0
20454,4.7,-0.2,2.9,461.0,7.0
20455,4.7,0.4,2.3,443.0,7.0
20456,4.5,0.9,2.0,434.0,0.0
20457,4.3,1.5,2.3,435.0,0.0
20458,4.0,1.2,2.3,434.0,0.0
20459,3.9,1.5,2.4,435.0,3.0
20460,3.9,0.9,2.4,430.0,3.0
20461,3.5,0.4,2.2,430.0,3.0
20462,3.8,-1.0,2.4,457.0,13.0
20463,3.6,-0.3,2.3,447.0,13.0
20464,3.3,-0.6,2.0,427.0,13.0
20465,3.2,0.3,2.5,455.0,17.0
20466,3.3,-0.4,2.4,453.0,17.0
20467,3.4,-0.9,2.6,445.0,17.0
20468,3.3,0.3,2.5,440.0,7.0
20469,3.2,0.1,2.2,430.0,7.0
20470,3.1,-2.0,2.6,442.0,7.0
20471,3.0,-1.2,2.7,437.0,17.0
20472,3.3,-1.7,2.8,433.0,17.0
20473,3.7,-2.4,2.5,431.0,17.0
20474,3.2,-1.0,2.5,429.0,17.0
20475,3.3,-0.3,2.4,417.0,17.0
20476,3.2,-1.7,2.8,438.0,17.0
20477,3.3,-0.7,2.7,433.0,17.0
20478,3.1,0.2,3.0,419.0,17.0
20480,3.8,-1.2,3.0,425.0,10.0
20481,3.8,-2.1,3.0,421.0,10.0
20482,3.7,-1.9,3.0,418.0,10.0
20483,3.7,-1.6,3.0,423.0,17.0
20484,3.9,-1.2,2.9,418.0,17.0
20485,3.9,-1.8,3.1,410.0,17.0
20486,3.8,-1.2,3.1,415.0,10.0
20487,3.5,-1.3,3.1,406.0,10.0
20488,3.6,0.7,3.1,388.0,10.0
20489,4.5,-2.0,3.2,397.0,10.0
20490,4.5,-3.1,3.1,394.0,10.0
20491,4.2,-2.8,3.2,401.0,10.0
20492,4.2,-2.7,3.4,398.0,23.0
20493,4.1,-3.2,3.4,405.0,23.0
20494,3.7,-0.1,3.3,387.0,23.0
20495,4.1,0.3,3.4,374.0,17.0
20496,4.0,-1.7,3.0,377.0,17.0
20497,3.9,-2.4,3.1,394.0,17.0
20498,4.3,-2.2,2.9,394.0,17.0
20499,3.9,-1.4,2.6,372.0,17.0
20500,3.8,-2.5,2.6,373.0,17.0
20501,4.1,-2.6,2.7,375.0,20.0
20502,4.2,-3.0,2.8,374.0,20.0
20503,4.8,-3.1,3.3,370.0,20.0
20504,4.8,-3.1,3.7,374.0,17.0
20505,4.5,-2.0,2.8,362.0,17.0
20506,4.2,-2.0,3.0,362.0,17.0
20507,4.1,0.7,2.8,356.0,13.0
20508,4.3,2.5,3.3,362.0,13.0
20509,4.2,0.2,2.5,345.0,13.0
20510,4.2,-1.0,2.6,340.0,3.0
20511,4.2,-1.2,2.7,341.0,3.0
20512,3.9,1.0,2.4,339.0,3.0
20513,4.0,-2.7,2.6,349.0,10.0
20514,4.3,-0.9,2.4,337.0,10.0
20515,4.4,0.4,2.9,344.0,10.0
20516,4.1,-2.9,3.5,376.0,20.0
20517,4.0,-3.4,3.6,373.0,20.0
20518,4.0,-1.6,3.5,360.0,20.0
20519,4.3,-2.0,3.2,345.0,3.0
20520,4.3,0.2,3.6,349.0,3.0
20521,4.6,-1.7,3.2,346.0,3.0
20522,4.9,-1.5,2.8,328.0,13.0
20523,5.0,-1.7,2.9,328.0,13.0
20524,4.9,-2.1,3.0,328.0,13.0
20525,5.1,-2.0,3.0,334.0,10.0
20526,4.7,0.1,2.4,320.0,10.0
20527,4.5,-0.8,2.5,325.0,10.0
20528,4.6,-0.1,2.7,317.0,0.0
20529,4.5,0.1,2.8,316.0,0.0
20530,4.3,0.6,2.6,315.0,0.0
20531,5.0,-1.6,2.2,329.0,7.0
20532,4.9,-2.1,2.4,326.0,7.0
20533,4.9,-1.5,2.9,312.0,7.0
20534,4.7,-0.5,3.1,308.0,13.0
20535,5.0,-1.3,3.2,315.0,13.0
20536,5.8,-0.9,4.2,350.0,13.0
20537,4.0,-1.2,3.8,376.0,10.0
20538,5.4,-0.2,3.1,376.0,10.0
20539,5.0,-0.6,2.7,370.0,10.0
20540,5.1,-0.8,2.5,380.0,7.0
20541,5.2,1.6,2.8,380.0,7.0
20542,5.1,-0.8,2.9,383.0,7.0
20543,5.1,-0.9,2.7,382.0,0.0
20544,5.1,0.3,2.4,376.0,0.0
20545,4.9,1.4,2.0,370.0,0.0
20547,4.9,0.1,2.0,365.0,3.0
20548,4.9,0.1,1.9,368.0,3.0
20549,4.9,-4.1,2.3,401.0,17.0
20550,4.7,-3.8,2.0,390.0,17.0
20551,4.7,-2.8,1.6,375.0,17.0
20552,4.7,0.1,1.7,367.0,10.0
20553,4.6,-1.5,1.4,365.0,10.0
20554,4.7,-1.9,1.5,365.0,10.0
20555,4.9,0.7,1.6,342.0,10.0
20556,4.8,-0.7,1.6,350.0,10.0
20557,4.4,-3.6,1.6,368.0,10.0
20558,4.4,-3.9,1.6,380.0,13.0
20559,4.5,-1.6,1.0,336.0,13.0
20560,4.5,-1.7,1.1,325.0,13.0
20561,4.6,-3.2,1.1,345.0,10.0
20562,4.6,-3.0,1.3,338.0,10.0
20563,4.5,-2.1,1.1,332.0,10.0
20564,4.6,-1.7,0.9,314.0,3.0
20565,4.6,-2.0,1.2,312.0,3.0
20566,4.7,-2.1,1.2,299.0,3.0
20567,4.6,-2.4,1.1,313.0,0.0
20568,4.7,-2.4,1.0,314.0,0.0
20569,4.8,-2.5,1.0,305.0,0.0
20570,5.0,-2.2,1.0,303.0,0.0
20571,5.0,-2.3,1.1,304.0,0.0
20572,5.0,-2.8,1.1,297.0,0.0
20573,5.1,-2.3,1.1,297.0,0.0
20574,5.1,-1.8,1.4,292.0,0.0
20575,5.1,-2.1,1.5,295.0,0.0
20576,5.2,-2.5,1.9,299.0,3.0
20577,5.4,-1.4,2.3,291.0,3.0
20578,5.5,-3.1,2.7,306.0,3.0
20579,5.6,-3.8,2.9,320.0,7.0
20580,5.6,-1.2,2.3,310.0,7.0
20581,5.2,-1.4,2.6,307.0,7.0
20582,4.7,-1.8,2.4,303.0,3.0
20583,4.7,-1.4,2.0,298.0,3.0
20584,4.6,-0.7,1.8,290.0,3.0
20585,4.7,-0.9,1.8,287.0,0.0
20586,4.9,-0.8,1.9,274.0,0.0
20587,4.9,-0.4,2.0,273.0,0.0
20588,4.9,-0.1,1.8,272.0,10.0
20589,4.8,-0.5,2.2,278.0,10.0
20590,4.6,0.3,2.6,283.0,10.0
20591,4.8,-3.0,4.4,317.0,17.0
20592,4.1,-2.7,7.7,318.0,17.0
20593,4.1,-2.1,8.0,316.0,17.0
20594,3.6,-1.0,9.4,313.0,10.0
20595,4.1,-2.5,8.8,318.0,10.0
20596,5.1,-2.6,6.4,322.0,10.0
20597,5.0,-0.9,6.6,328.0,10.0
20598,5.7,-0.5,7.2,330.0,10.0
20599,7.8,-2.1,7.6,346.0,10.0
20600,7.8,-2.6,7.7,344.0,13.0
20601,8.2,-1.8,7.8,339.0,13.0
20602,6.4,-0.8,13.5,337.0,13.0
20603,4.5,0.1,15.1,337.0,20.0
20604,4.8,0.1,14.0,339.0,20.0
20605,7.5,-2.3,11.3,346.0,20.0
20606,7.4,-1.8,13.2,345.0,17.0
20607,7.2,-2.0,13.9,340.0,17.0
20608,6.8,-2.7,16.0,337.0,17.0
20609,6.2,-2.5,17.8,330.0,10.0
20610,6.1,-2.4,17.3,324.0,10.0
20611,6.1,-3.3,14.6,320.0,10.0
20612,5.8,-3.3,12.3,311.0,17.0
20613,5.4,-3.5,12.2,306.0,17.0
20614,5.0,-3.0,12.7,306.0,17.0
20615,5.1,-3.2,13.3,311.0,23.0
20616,6.0,-4.0,12.4,312.0,23.0
20617,6.3,-4.3,14.0,312.0,23.0
20618,6.8,-5.7,15.5,304.0,30.0
20619,7.1,-5.6,16.3,312.0,30.0
20620,7.5,-4.8,16.6,316.0,30.0
20621,6.8,-4.3,15.1,317.0,20.0
20622,5.6,1.6,15.0,320.0,20.0
20623,4.8,1.5,14.9,320.0,20.0
20624,5.6,1.6,11.8,318.0,13.0
20625,3.0,0.5,16.3,318.0,13.0
