,bt,bz,yogunluk,hız,kp
20626,4.3,-1.1,13.5,312.0,13.0
20627,3.4,-0.8,14.4,310.0,13.0
20628,2.5,-0.4,15.4,313.0,13.0
20629,4.2,0.1,12.7,312.0,13.0
20630,6.0,1.7,8.0,307.0,10.0
20631,5.7,0.1,7.9,309.0,10.0
20632,5.9,-0.9,8.4,314.0,10.0
20633,6.0,-0.2,9.0,317.0,10.0
20634,5.6,-2.9,9.4,313.0,10.0
20635,4.7,-0.9,9.5,317.0,10.0
20636,4.4,-1.9,8.3,315.0,3.0
20637,4.8,-0.4,6.8,313.0,3.0
20638,4.7,0.6,6.8,311.0,3.0
20639,4.4,-1.6,7.0,310.0,0.0
20640,4.5,0.2,6.5,309.0,0.0
20641,4.8,1.1,5.9,307.0,0.0
20642,5.1,1.3,5.7,307.0,3.0
20643,4.9,-0.5,6.3,310.0,3.0
20644,4.6,0.8,6.6,305.0,3.0
20645,4.4,1.3,6.8,303.0,0.0
20646,4.5,1.6,7.2,301.0,0.0
20647,5.1,2.5,7.2,303.0,0.0
20648,5.5,3.1,8.2,305.0,0.0
20649,5.8,3.6,7.8,300.0,0.0
20650,5.7,3.2,7.6,296.0,0.0
20651,6.1,2.6,7.2,294.0,13.0
20652,6.7,2.0,7.8,295.0,13.0
20653,7.1,-2.0,8.3,300.0,13.0
20654,5.7,-0.8,8.3,301.0,13.0
20655,5.4,1.4,7.6,300.0,13.0
20656,5.2,0.8,7.9,297.0,13.0
20657,5.1,0.3,7.5,292.0,3.0
20658,5.3,1.7,7.0,291.0,3.0
20659,4.9,-2.5,8.6,293.0,3.0
20660,4.4,-4.0,9.7,299.0,10.0
20661,4.7,-3.8,10.0,293.0,10.0
20662,4.9,-4.0,10.0,290.0,10.0
20663,5.4,-4.6,9.9,288.0,13.0
20664,5.5,-4.7,9.9,286.0,13.0
20665,5.2,-3.7,10.6,281.0,13.0
20666,5.8,-3.7,8.9,277.0,10.0
20667,6.0,-4.4,8.3,281.0,10.0
20668,6.1,-3.6,8.7,277.0,10.0
20669,6.3,-3.7,8.8,278.0,7.0
20670,6.3,-3.7,9.0,276.0,7.0
20671,6.6,-5.1,8.8,279.0,7.0
20672,6.4,-4.8,8.7,275.0,3.0
20673,6.0,-1.9,8.2,262.0,3.0
20674,5.8,-0.9,8.4,261.0,3.0
20675,6.0,-2.2,8.7,263.0,10.0
20676,6.2,-1.3,9.0,271.0,10.0
20677,8.6,-1.5,12.2,303.0,10.0
20678,8.5,3.7,16.9,319.0,20.0
20679,10.0,2.8,13.9,315.0,20.0
20680,9.8,-1.4,14.6,306.0,20.0
20681,10.5,-4.8,10.9,304.0,20.0
20682,10.8,-8.1,10.6,305.0,20.0
20683,10.6,-9.4,9.8,299.0,20.0
20684,9.2,-8.4,12.1,300.0,20.0
20685,8.3,-4.7,14.8,307.0,20.0
20686,6.1,-5.6,16.5,307.0,20.0
20687,7.1,-6.2,15.8,302.0,20.0
20688,6.3,-3.6,16.7,304.0,20.0
20689,6.9,-4.9,16.4,304.0,20.0
20690,7.4,-4.9,16.0,304.0,20.0
20691,7.3,-3.4,17.8,302.0,20.0
20692,7.0,-3.0,18.7,304.0,20.0
20693,7.0,-1.4,19.6,300.0,10.0
20694,6.9,1.3,19.5,298.0,10.0
20695,8.3,4.2,17.1,298.0,10.0
20696,9.8,6.3,17.5,301.0,3.0
20697,9.4,8.0,19.9,304.0,3.0
20698,9.4,8.7,19.8,304.0,3.0
20699,8.9,1.8,24.7,307.0,27.0
20700,10.5,-5.7,15.1,310.0,27.0
20701,10.2,-3.5,17.1,307.0,27.0
20702,8.6,5.8,21.6,305.0,27.0
20703,9.3,6.0,17.5,309.0,27.0
20704,8.0,3.2,16.5,323.0,27.0
20705,8.0,1.1,16.9,324.0,27.0
20706,7.4,1.2,16.9,323.0,27.0
20707,6.6,4.6,12.4,330.0,27.0
20708,6.9,5.1,9.9,337.0,13.0
20710,6.0,0.8,8.5,351.0,13.0
20711,6.3,-2.9,7.7,349.0,20.0
20712,5.5,0.9,7.5,347.0,20.0
20713,5.5,-0.6,7.0,347.0,20.0
20714,5.6,0.4,7.5,344.0,7.0
20715,5.5,0.7,8.9,342.0,7.0
20716,5.1,-0.2,8.0,339.0,7.0
20717,4.9,-1.2,7.2,332.0,10.0
20718,5.0,-3.4,7.2,337.0,10.0
20719,5.1,-4.0,7.2,337.0,10.0
20720,4.9,-3.4,7.1,334.0,13.0
20721,4.8,-4.3,7.2,343.0,13.0
20722,4.9,-3.7,6.8,344.0,13.0
20723,4.4,-3.6,7.0,341.0,17.0
20724,4.1,-2.8,7.5,333.0,17.0
20725,4.4,-1.7,7.3,327.0,17.0
20726,5.6,-2.6,6.7,323.0,10.0
20727,5.9,-3.6,7.9,329.0,10.0
20728,6.1,-4.7,8.4,335.0,10.0
20729,7.4,-6.8,5.5,342.0,23.0
20730,6.8,-6.2,8.2,340.0,23.0
20731,6.3,-5.8,10.2,339.0,23.0
20732,6.6,-5.9,9.9,343.0,27.0
20733,6.8,-5.4,10.9,341.0,27.0
20734,7.9,-3.9,8.2,335.0,27.0
20735,8.2,-3.2,8.1,328.0,17.0
20736,8.3,-2.0,7.8,326.0,17.0
20737,8.1,-0.6,9.1,329.0,17.0
20738,8.8,-0.9,7.5,323.0,10.0
20739,9.4,-3.1,7.3,322.0,10.0
20740,9.7,-1.3,8.2,325.0,10.0
20741,10.7,1.2,9.6,334.0,10.0
20742,11.0,3.2,10.1,334.0,10.0
20743,10.4,2.6,10.6,344.0,10.0
20744,10.0,2.5,12.5,355.0,10.0
20745,9.0,4.1,14.3,347.0,10.0
20746,10.4,9.8,14.8,357.0,10.0
20747,9.8,5.6,16.7,355.0,10.0
20748,9.9,2.5,16.9,348.0,10.0
20749,9.4,0.4,16.5,346.0,10.0
20750,11.6,5.8,15.4,351.0,27.0
20751,14.6,6.5,20.0,376.0,27.0
20752,13.5,5.9,25.6,387.0,27.0
20753,16.2,11.6,28.1,389.0,23.0
20754,17.6,11.7,27.3,393.0,23.0
20755,18.5,8.1,16.5,378.0,23.0
20756,13.8,1.3,9.6,401.0,20.0
20757,14.3,3.2,10.4,412.0,20.0
20758,13.7,3.7,11.1,421.0,20.0
20759,12.2,3.8,9.0,462.0,33.0
20760,11.9,3.4,8.5,490.0,33.0
20761,9.1,-5.3,8.6,487.0,33.0
20762,7.3,-3.0,8.7,500.0,33.0
20763,8.7,-1.5,8.7,525.0,33.0
20764,9.6,4.8,7.2,542.0,33.0
20765,9.1,1.6,6.4,561.0,23.0
20766,8.6,2.5,6.8,554.0,23.0
20767,7.2,0.3,6.9,544.0,23.0
20768,9.3,1.3,6.8,564.0,17.0
20769,10.4,-0.6,5.7,573.0,17.0
20770,9.6,-2.1,4.9,581.0,17.0
20771,8.2,5.5,5.5,601.0,20.0
20772,8.1,3.8,4.5,558.0,20.0
20773,9.1,-0.3,4.1,529.0,20.0
20774,9.0,0.6,3.8,518.0,23.0
20775,8.7,0.3,3.7,519.0,23.0
20776,8.6,0.9,3.6,529.0,23.0
20777,8.6,1.2,3.0,504.0,17.0
20778,9.2,2.3,3.6,506.0,17.0
20779,9.7,3.0,3.6,494.0,17.0
20780,9.7,4.3,3.5,494.0,7.0
20781,9.5,2.8,3.3,478.0,7.0
20782,9.5,4.2,3.1,484.0,7.0
20783,9.3,5.1,3.9,523.0,13.0
20784,8.9,3.1,3.4,488.0,13.0
20785,8.7,4.2,3.8,496.0,13.0
20786,8.5,-0.3,4.8,527.0,30.0
20787,7.1,1.5,4.9,509.0,30.0
20788,6.3,1.5,5.9,524.0,30.0
20789,7.0,1.2,5.3,523.0,30.0
20790,7.6,2.7,5.5,539.0,30.0
20791,6.9,-2.1,6.2,531.0,30.0
20792,7.1,0.7,4.2,539.0,27.0
20793,5.9,0.1,5.0,532.0,27.0
20794,7.3,0.1,4.6,524.0,27.0
20795,8.2,2.2,5.0,523.0,20.0
20796,8.7,2.8,3.8,518.0,20.0
20797,7.9,1.2,4.8,535.0,20.0
20798,8.0,2.4,4.4,528.0,20.0
20799,6.1,1.7,3.0,538.0,20.0
20800,5.4,0.5,2.7,544.0,20.0
20801,5.1,-0.2,2.7,531.0,20.0
20802,5.0,-0.7,2.2,511.0,20.0
20803,4.4,-0.1,2.7,502.0,20.0
20804,4.8,1.9,2.9,492.0,7.0
20805,5.5,3.5,4.1,497.0,7.0
20806,5.8,2.3,3.0,473.0,7.0
20807,5.9,2.0,3.0,469.0,7.0
20808,5.5,1.6,3.4,469.0,7.0
20809,5.7,1.9,4.3,476.0,7.0
20810,6.9,0.7,4.2,482.0,27.0
20811,7.4,-0.8,7.3,491.0,27.0
20812,7.6,0.5,10.0,477.0,27.0
20813,8.4,5.7,6.0,480.0,30.0
20814,8.3,2.4,4.9,501.0,30.0
20815,8.7,0.7,5.9,546.0,30.0
20816,7.6,-0.9,5.6,582.0,27.0
20817,7.4,-0.8,5.8,594.0,27.0
20818,7.3,1.8,5.2,606.0,27.0
20819,6.2,-2.1,5.1,602.0,33.0
20820,5.7,1.3,5.0,606.0,33.0
20821,5.3,2.0,4.1,592.0,33.0
20822,5.1,2.6,3.6,596.0,20.0
20823,4.9,1.6,2.9,573.0,20.0
20824,4.2,-1.0,3.5,579.0,20.0
20825,3.6,0.3,3.5,554.0,23.0
20826,3.9,-0.6,3.0,555.0,23.0
20827,4.6,0.8,3.0,560.0,23.0
20828,3.6,1.0,2.7,552.0,20.0
20829,3.5,2.0,2.4,550.0,20.0
20830,4.1,0.3,2.7,536.0,20.0
20831,4.4,-1.2,2.8,524.0,30.0
20832,4.8,0.1,2.5,518.0,30.0
20833,4.6,2.1,2.9,513.0,30.0
20834,4.3,0.3,3.4,515.0,17.0
20835,4.2,2.6,3.3,533.0,17.0
20836,4.1,1.6,3.3,514.0,17.0
20837,4.6,3.6,3.2,499.0,3.0
20838,4.9,2.7,3.2,512.0,3.0
20839,5.2,1.6,2.7,470.0,3.0
20840,5.4,-1.1,2.7,455.0,13.0
20842,5.2,0.4,2.5,457.0,13.0
20843,5.5,-0.3,3.1,471.0,7.0
20844,5.5,-1.4,3.7,478.0,7.0
20845,5.6,-0.2,4.0,485.0,7.0
20846,5.5,2.0,3.7,480.0,10.0
20847,5.1,2.5,3.4,468.0,10.0
20848,5.8,1.9,2.5,451.0,10.0
20849,5.7,1.0,2.5,425.0,10.0
20850,5.8,1.7,3.6,449.0,10.0
20851,4.9,2.2,4.3,465.0,10.0
20852,5.6,1.7,4.0,440.0,20.0
20853,5.7,3.3,4.8,463.0,20.0
20854,5.2,1.0,5.0,464.0,20.0
20855,4.4,-0.6,4.4,458.0,23.0
20856,4.4,-1.6,4.6,459.0,23.0
20858,5.6,0.6,4.7,466.0,27.0
20859,5.3,3.5,4.8,469.0,27.0
20860,5.8,0.6,4.3,474.0,27.0
20861,6.2,-0.6,3.9,481.0,27.0
20862,6.1,-1.0,4.0,492.0,27.0
20863,6.2,2.0,3.9,487.0,27.0
20864,5.8,1.6,3.9,475.0,13.0
20865,5.9,2.9,4.1,491.0,13.0
20866,5.5,3.5,4.0,496.0,13.0
20867,5.5,3.0,4.1,491.0,20.0
20868,5.6,1.8,4.1,479.0,20.0
20869,9.0,1.4,6.3,516.0,20.0
20870,9.3,-1.6,5.8,503.0,17.0
20871,8.2,1.3,6.2,518.0,17.0
20872,7.5,1.4,6.0,532.0,17.0
20873,7.6,0.3,5.0,497.0,20.0
20874,7.3,3.8,5.0,502.0,20.0
20875,6.6,-1.9,4.8,488.0,20.0
20876,5.9,2.5,5.1,494.0,23.0
20877,6.0,2.1,5.1,492.0,23.0
20878,7.0,2.5,4.2,496.0,23.0
20879,6.7,3.0,3.3,493.0,13.0
20880,6.2,1.0,3.5,505.0,13.0
20881,6.0,2.5,2.8,506.0,13.0
20882,6.7,-1.6,2.3,515.0,27.0
20883,6.6,1.2,2.2,509.0,27.0
20884,6.0,1.4,2.2,541.0,27.0
20885,5.5,-0.9,2.2,532.0,17.0
20886,5.7,-0.7,2.1,523.0,17.0
20887,5.1,-1.3,2.2,534.0,17.0
20888,4.9,0.4,2.1,537.0,23.0
20889,4.8,-0.3,2.1,529.0,23.0
20890,4.5,-0.5,2.2,530.0,23.0
20891,5.2,-3.4,2.6,560.0,20.0
20892,5.5,-0.9,2.6,540.0,20.0
20893,5.3,-3.7,3.0,601.0,20.0
20894,5.8,-2.5,3.0,578.0,37.0
20895,6.0,-3.2,3.1,583.0,37.0
20896,6.0,0.5,2.6,602.0,37.0
20897,6.6,-0.5,2.2,597.0,23.0
20898,7.0,1.8,2.3,582.0,23.0
20899,6.9,2.5,2.1,568.0,23.0
20900,7.0,-1.7,2.1,558.0,30.0
20901,6.6,-2.0,1.8,579.0,30.0
20902,6.6,-4.2,1.7,589.0,30.0
20903,6.1,-2.3,1.8,555.0,27.0
20904,5.7,-4.2,1.9,550.0,27.0
20905,5.3,-3.8,1.8,533.0,27.0
20906,5.2,-2.5,1.4,500.0,27.0
20907,5.2,-3.4,1.8,500.0,27.0
20908,5.2,-1.7,2.5,517.0,27.0
20909,5.0,-1.7,3.3,523.0,20.0
20910,4.6,2.4,3.3,540.0,20.0
20911,5.1,2.3,3.6,539.0,20.0
20912,4.5,2.8,3.3,533.0,10.0
20913,4.1,1.1,3.2,530.0,10.0
20914,3.5,1.0,3.2,533.0,10.0
20915,3.5,0.8,3.1,529.0,30.0
20916,4.4,-3.8,3.0,530.0,30.0
20917,4.4,-3.3,2.7,507.0,30.0
20918,4.4,-1.1,2.5,487.0,37.0
20919,3.6,-1.2,2.7,504.0,37.0
20920,3.9,-0.7,2.6,499.0,37.0
20921,4.4,3.2,2.5,502.0,23.0
20922,4.4,1.2,2.3,482.0,23.0
20923,4.4,2.0,2.6,490.0,23.0
20924,4.5,1.4,2.3,476.0,7.0
20925,4.6,2.2,2.3,474.0,7.0
20926,4.8,2.7,2.0,468.0,7.0
20927,4.5,-3.0,2.3,485.0,37.0
20928,5.3,-4.9,2.0,497.0,37.0
20929,5.5,-4.5,2.0,494.0,37.0
20930,5.1,-3.1,1.7,477.0,30.0
20931,4.6,-2.7,1.8,478.0,30.0
20932,4.5,-1.5,2.0,480.0,30.0
20933,5.0,-4.1,2.4,501.0,30.0
20934,5.3,-4.4,2.5,485.0,30.0
20935,5.6,-1.3,2.6,470.0,30.0
20936,4.9,2.1,2.6,485.0,20.0
20937,4.7,0.3,2.5,465.0,20.0
20938,4.5,-2.8,2.7,482.0,20.0
20939,4.8,-3.4,2.3,487.0,23.0
20940,4.7,1.6,1.9,489.0,23.0
20941,4.5,0.7,1.9,499.0,23.0
20942,4.6,-0.1,1.9,496.0,17.0
20943,4.6,1.1,1.8,502.0,17.0
20945,4.6,0.3,1.8,510.0,13.0
20946,4.7,1.5,1.6,497.0,13.0
20947,4.9,3.7,1.7,504.0,13.0
20948,4.6,1.7,1.7,508.0,7.0
20949,4.5,0.7,1.7,507.0,7.0
20950,4.4,1.0,1.7,501.0,7.0
20951,4.2,0.7,1.8,510.0,13.0
20952,4.2,0.4,1.8,487.0,13.0
20953,4.4,1.7,1.8,484.0,13.0
20954,4.5,4.0,1.8,504.0,10.0
20955,4.2,0.2,1.9,484.0,10.0
20956,4.2,-0.8,2.0,494.0,10.0
20957,4.6,-2.3,2.0,495.0,23.0
20958,4.9,-3.1,2.2,503.0,23.0
20959,4.6,-1.6,2.2,502.0,23.0
20960,4.6,2.4,2.2,526.0,20.0
20961,4.3,2.9,2.2,507.0,20.0
20962,4.3,2.7,2.1,509.0,20.0
20963,4.3,3.8,2.0,498.0,3.0
20964,4.2,3.2,2.1,506.0,3.0
20965,4.1,2.7,2.0,504.0,3.0
20966,3.7,2.5,1.9,488.0,3.0
20967,3.6,2.3,1.8,502.0,3.0
20968,3.4,2.8,1.8,453.0,3.0
20969,3.2,1.0,1.5,436.0,0.0
20970,3.3,1.3,1.4,431.0,0.0
20971,3.3,1.7,1.5,428.0,0.0
20972,3.2,1.9,1.5,430.0,0.0
20973,3.1,0.9,1.5,425.0,0.0
20974,3.2,0.3,1.7,424.0,0.0
20975,3.0,-0.2,1.8,426.0,7.0
20976,2.6,1.2,1.9,431.0,7.0
20977,2.5,0.2,2.0,435.0,7.0
20978,2.6,1.1,1.9,396.0,13.0
20979,2.8,0.6,2.2,401.0,13.0
20980,3.0,0.5,2.1,389.0,13.0
20981,3.0,0.8,2.3,410.0,0.0
20982,3.1,1.7,2.7,399.0,0.0
20983,3.0,2.2,3.2,401.0,0.0
20984,3.4,-2.1,3.0,395.0,10.0
20985,3.7,-2.3,3.2,390.0,10.0
20986,3.4,-1.2,2.9,382.0,10.0
20987,3.3,-1.4,3.2,388.0,17.0
20988,3.4,0.5,3.2,390.0,17.0
20989,3.4,0.4,3.0,398.0,17.0
20990,3.0,1.8,3.2,397.0,3.0
20991,3.0,0.6,3.1,382.0,3.0
20992,3.0,-0.3,3.0,379.0,3.0
20993,3.2,1.1,3.0,377.0,3.0
20994,3.6,0.5,2.7,372.0,3.0
20995,3.3,-0.2,2.6,373.0,3.0
20996,3.2,-1.7,2.7,371.0,7.0
20997,3.3,-1.0,2.7,362.0,7.0
20998,2.6,-0.4,3.0,373.0,7.0
20999,3.1,-0.4,2.9,378.0,17.0
21000,3.3,-1.8,3.1,371.0,17.0
21001,3.2,-1.9,3.3,370.0,17.0
21002,3.8,-3.0,3.7,379.0,23.0
21003,4.3,-3.0,4.1,378.0,23.0
21004,4.5,-2.8,4.5,385.0,23.0
21005,4.9,-0.1,4.4,377.0,17.0
21006,5.5,-1.0,5.1,378.0,17.0
21007,6.2,-5.3,5.5,378.0,17.0
21008,7.0,-1.6,6.2,375.0,17.0
21009,8.0,3.2,6.3,376.0,17.0
21010,7.1,4.8,6.9,378.0,17.0
21011,5.7,4.4,6.9,372.0,3.0
21012,4.9,3.7,6.9,364.0,3.0
21013,4.0,1.8,7.0,363.0,3.0
21014,4.6,-0.7,6.6,345.0,13.0
21015,5.2,-1.7,5.5,338.0,13.0
21016,5.1,-1.7,5.5,345.0,13.0
21017,4.7,1.9,6.1,366.0,13.0
21018,5.0,0.6,5.1,355.0,13.0
21020,4.5,3.5,7.5,355.0,17.0
21021,3.7,3.4,8.1,351.0,17.0
21022,3.4,2.0,7.7,355.0,17.0
21023,5.1,2.4,6.3,366.0,7.0
21024,5.6,2.4,7.3,365.0,7.0
21025,5.4,1.6,7.7,370.0,7.0
21027,5.2,1.0,8.6,368.0,13.0
21028,3.5,0.5,11.3,357.0,13.0
21029,3.1,-0.1,11.7,350.0,7.0
21030,3.2,-0.6,11.4,343.0,7.0
21031,3.3,-0.8,11.8,341.0,7.0
21032,3.0,-0.4,11.6,342.0,10.0
21033,3.9,-0.6,10.8,347.0,10.0
21034,4.3,-0.6,10.0,354.0,10.0
21035,4.6,1.2,10.1,351.0,10.0
21036,4.3,1.6,10.9,349.0,10.0
21037,3.8,1.4,12.3,351.0,10.0
21038,2.4,1.2,14.9,339.0,10.0
21039,3.2,1.6,15.9,334.0,10.0
21040,5.0,2.7,14.6,330.0,10.0
21041,5.4,2.9,16.6,324.0,10.0
21042,5.2,3.3,18.5,319.0,10.0
21043,6.0,2.9,18.8,318.0,10.0
21044,6.8,2.1,16.3,310.0,7.0
21045,6.5,3.1,16.7,311.0,7.0
21046,5.4,2.1,17.4,313.0,7.0
21047,3.5,1.0,20.2,312.0,3.0
21048,3.3,0.9,19.6,306.0,3.0
21049,4.4,1.1,16.7,304.0,3.0
21050,5.6,0.2,13.9,303.0,7.0
21051,5.8,0.8,14.6,304.0,7.0
21052,5.9,0.2,14.9,306.0,7.0
21053,5.3,1.0,16.7,302.0,13.0
21054,5.9,-0.4,15.5,307.0,13.0
21055,4.1,-0.4,22.9,303.0,13.0
21056,6.2,-0.6,38.4,320.0,23.0
21057,6.4,-0.6,44.7,322.0,23.0
21058,9.5,2.9,42.1,335.0,23.0
21059,10.9,-8.0,38.5,337.0,50.0
21060,14.5,-4.9,17.3,366.0,50.0
21061,13.6,-9.1,14.0,404.0,50.0
21062,11.7,-6.4,11.9,417.0,43.0
21063,10.4,0.4,11.9,439.0,43.0
21064,9.3,-1.9,13.3,444.0,43.0
21065,8.0,5.7,12.4,456.0,30.0
21066,8.6,-2.3,11.7,453.0,30.0
21067,9.1,5.5,9.1,463.0,30.0
21068,8.8,-3.3,8.2,461.0,40.0
21069,9.5,-7.6,6.9,465.0,40.0
21070,9.1,-3.6,6.8,461.0,40.0
21071,9.2,3.5,7.4,476.0,50.0
21072,9.0,-1.5,6.8,477.0,50.0
21073,8.0,-5.5,6.6,474.0,50.0
21074,7.5,-4.1,5.8,482.0,50.0
21075,7.0,-1.5,5.6,485.0,50.0
21076,7.2,2.6,5.6,529.0,50.0
21077,7.7,3.0,6.1,530.0,47.0
21078,7.3,2.7,6.2,543.0,47.0
21079,7.5,-1.7,5.2,529.0,47.0
21080,7.0,-1.6,5.0,530.0,30.0
21081,7.1,-0.9,4.6,537.0,30.0
21082,6.9,1.8,4.3,515.0,30.0
21083,6.6,4.6,4.2,532.0,23.0
21084,6.5,1.4,3.8,500.0,23.0
21085,6.3,3.5,3.9,505.0,23.0
21086,6.2,1.9,3.8,494.0,17.0
21087,6.4,1.6,3.8,496.0,17.0
21088,6.4,3.7,4.2,503.0,17.0
21089,6.5,1.8,4.0,488.0,7.0
21090,6.4,1.7,3.3,480.0,7.0
21091,6.5,3.0,3.3,480.0,7.0
21092,6.4,1.5,2.8,473.0,20.0
21093,6.2,-1.5,3.0,490.0,20.0
21094,5.8,-1.1,3.2,485.0,20.0
21096,5.7,-2.5,4.1,512.0,30.0
21097,5.8,0.1,4.0,506.0,30.0
21098,5.9,-1.0,3.9,475.0,30.0
21099,6.0,-2.6,4.0,487.0,30.0
21100,6.3,-4.4,3.6,503.0,30.0
21101,6.7,-4.4,3.5,493.0,33.0
21102,6.8,-2.2,3.5,481.0,33.0
21103,7.5,-4.1,2.9,473.0,33.0
21104,8.0,-3.6,0.9,529.0,23.0
21105,7.8,-3.1,0.9,540.0,23.0
21106,7.1,-2.1,1.1,567.0,23.0
21107,6.6,-1.0,1.0,606.0,30.0
21108,6.4,0.9,1.0,607.0,30.0
21109,6.1,-2.1,0.9,627.0,30.0
21110,6.2,-4.1,0.9,620.0,37.0
21111,6.1,-1.7,0.9,608.0,37.0
21112,6.2,-0.1,1.1,605.0,37.0
21113,5.6,-0.2,1.0,607.0,30.0
21114,5.2,0.4,1.0,615.0,30.0
21115,5.1,-2.2,1.2,623.0,30.0
21116,4.9,-2.7,1.2,630.0,30.0
21117,4.4,-1.2,1.2,637.0,30.0
21118,4.4,1.5,1.3,596.0,30.0
21119,4.9,-2.2,1.4,607.0,30.0
21120,4.9,-2.4,1.3,583.0,30.0
21121,4.8,-2.9,1.4,594.0,30.0
21122,5.3,0.1,1.9,614.0,23.0
21123,5.0,0.8,1.8,584.0,23.0
21125,5.0,-0.2,1.7,579.0,17.0
21126,5.5,2.5,1.7,579.0,17.0
21127,5.4,-0.1,1.8,589.0,17.0
21128,5.5,3.2,1.8,596.0,13.0
21129,5.3,1.6,1.7,568.0,13.0
21130,5.0,3.0,1.6,592.0,13.0
21131,5.2,3.6,1.5,588.0,10.0
21132,5.5,2.6,1.6,572.0,10.0
21133,5.6,1.4,1.9,584.0,10.0
21134,5.5,-1.7,2.0,583.0,17.0
21135,5.2,-0.9,1.8,585.0,17.0
21136,5.2,-0.9,1.5,576.0,17.0
21137,5.1,-1.1,1.6,583.0,23.0
21138,4.9,-0.5,1.8,574.0,23.0
21139,5.2,-1.7,1.7,580.0,23.0
21140,5.3,-2.0,1.8,549.0,23.0
21141,5.8,-1.1,2.1,580.0,23.0
21142,6.3,-2.5,1.7,544.0,23.0
21143,6.1,-2.5,1.7,526.0,33.0
21144,5.8,-2.2,1.8,523.0,33.0
21145,5.4,-2.4,1.8,521.0,33.0
21146,5.2,-1.9,2.1,549.0,20.0
21147,5.4,-2.3,2.0,526.0,20.0
21148,5.5,-2.2,2.3,532.0,20.0
21149,5.5,0.1,2.8,515.0,17.0
21150,5.1,-1.1,2.5,505.0,17.0
21151,5.3,-1.8,2.7,496.0,17.0
21152,4.9,-3.0,2.8,512.0,13.0
21153,4.6,-2.4,3.1,508.0,13.0
21154,5.2,-1.4,2.9,526.0,13.0
21155,4.1,-0.5,3.0,510.0,20.0
21156,3.7,-1.3,3.2,498.0,20.0
21157,4.7,-3.4,2.5,508.0,20.0
21158,5.2,-2.3,2.5,516.0,20.0
21159,4.7,-1.6,2.4,527.0,20.0
21160,4.7,-2.8,2.1,518.0,20.0
21161,4.8,-2.9,1.9,514.0,27.0
21162,4.6,-2.9,1.9,510.0,27.0
21163,4.8,-2.8,2.0,501.0,27.0
21164,4.6,-1.8,1.9,505.0,17.0
21165,4.3,-1.3,1.8,497.0,17.0
21166,4.6,-1.0,1.8,502.0,17.0
21167,4.7,0.3,2.1,498.0,20.0
21168,4.2,-1.6,2.5,492.0,20.0
21169,3.7,-2.5,2.7,497.0,20.0
21170,3.6,-1.4,2.5,492.0,20.0
21171,3.6,-0.8,2.3,497.0,20.0
21172,3.3,-0.4,2.6,498.0,20.0
21173,3.3,-2.0,2.5,491.0,13.0
21175,3.0,-0.1,2.2,479.0,13.0
21176,3.2,-1.7,2.2,477.0,13.0
21177,2.6,-1.1,2.5,459.0,13.0
21178,2.6,0.3,2.7,455.0,13.0
21179,3.4,-1.3,2.3,450.0,7.0
21180,4.0,-1.1,2.2,432.0,7.0
21181,3.8,-0.3,2.2,423.0,7.0
21182,3.7,-0.3,2.0,411.0,10.0
21183,3.7,-0.2,1.7,406.0,10.0
21184,3.7,-0.2,1.5,398.0,10.0
21185,3.6,0.2,1.9,394.0,3.0
21186,4.1,-0.9,2.1,397.0,3.0
21187,4.0,-0.6,1.6,390.0,3.0
21188,3.6,-1.3,2.3,392.0,10.0
21189,3.4,-1.7,2.3,391.0,10.0
21190,3.5,-2.2,2.3,392.0,10.0
21191,3.3,-0.5,2.1,376.0,3.0
21192,3.5,-0.5,2.4,371.0,3.0
21193,3.5,-1.9,2.4,363.0,3.0
21194,3.5,-2.2,2.4,366.0,3.0
21195,3.6,-2.4,2.3,365.0,3.0
21196,3.6,-1.5,2.5,363.0,3.0
21197,3.7,-1.4,2.7,362.0,3.0
21198,3.8,-0.4,2.7,356.0,3.0
21199,3.8,1.0,3.0,360.0,3.0
21200,3.7,0.5,4.0,371.0,10.0
21201,3.9,-1.7,3.9,377.0,10.0
21202,4.6,-2.8,3.9,375.0,10.0
21203,4.6,-0.3,3.8,365.0,13.0
21204,4.3,0.9,4.1,366.0,13.0
21205,4.3,-2.7,4.6,362.0,13.0
21206,4.5,1.1,4.5,353.0,10.0
21207,4.2,0.9,3.9,349.0,10.0
21208,4.2,0.1,3.6,343.0,10.0
21209,3.9,-0.3,3.8,342.0,13.0
21210,3.5,-1.2,3.8,348.0,13.0
21211,3.3,-1.5,3.9,358.0,13.0
21212,3.2,-2.5,3.8,357.0,17.0
21213,3.4,-3.0,4.2,353.0,17.0
21214,3.8,-3.3,4.4,349.0,17.0
21215,3.8,-3.0,4.5,354.0,10.0
21216,3.7,-2.8,4.5,354.0,10.0
21217,3.4,-1.4,4.3,352.0,10.0
21218,2.8,-1.7,4.5,348.0,7.0
21219,3.0,-1.4,4.6,351.0,7.0
21220,2.9,-1.0,4.5,349.0,7.0
21221,3.1,-1.4,4.7,348.0,10.0
21222,3.6,-1.8,4.8,348.0,10.0
21223,3.8,-2.8,4.6,345.0,10.0
21224,3.9,-2.6,4.5,341.0,7.0
21225,3.5,-1.8,4.7,341.0,7.0
21226,3.2,-1.7,4.8,341.0,7.0
21227,3.7,-0.7,4.8,332.0,7.0
21228,3.8,0.4,4.8,329.0,7.0
